Time,GeoType,GeoID,GeoRank,Geography,Age-adjusted percent,Number,Percent
2011,UHF42,409,4,Southeast Queens,-,,-
2011,UHF42,410,4,Rockaways,-,,-
2011,UHF42,501,4,Port Richmond,3.5*,,"3.5* (1.4, 8.2)"
2011,UHF42,502,4,Stapleton - St. George,3.5*,,"3.5* (1.4, 8.2)"
2011,UHF42,503,4,Willowbrook,2.6*,,"3.1* (1.6, 5.9)"
2011,UHF42,504,4,South Beach - Tottenville,2.6*,,"3.1* (1.6, 5.9)"
2010,UHF42,101,4,Kingsbridge - Riverdale,6.1*,,"5.9* (2.5, 13.6)"
2010,UHF42,102,4,Northeast Bronx,5.8,,"5.6 (3.1, 9.9)"
2010,UHF42,103,4,Fordham - Bronx Pk,9.9,,"9.4 (5.6, 15.6)"
2010,UHF42,104,4,Pelham - Throgs Neck,2.1*,,"2* (1.0, 3.9)"
2010,UHF42,105,4,Crotona -Tremont,6.8,,"6.8 (4.6, 10.1)"
2010,UHF42,106,4,High Bridge - Morrisania,6.8,,"6.8 (4.6, 10.1)"
2010,UHF42,107,4,Hunts Point - Mott Haven,6.8,,"6.8 (4.6, 10.1)"
2010,UHF42,201,4,Greenpoint,0.5*,,"0.4* (0.1, 1.3)"
2010,UHF42,202,4,Downtown - Heights - Slope,3.3*,,"3.3* (1.6, 7.1)"
2010,UHF42,203,4,Bedford Stuyvesant - Crown Heights,3.8*,,"4.1* (1.9, 8.6)"
2010,UHF42,204,4,East New York,7.7*,,"7.8* (3.8, 15.3)"
2010,UHF42,205,4,Sunset Park,-,,-
2010,UHF42,206,4,Borough Park,1.8*,,"1.7* (0.6, 4.5)"
2010,UHF42,207,4,East Flatbush - Flatbush,-,,-
2010,UHF42,208,4,Canarsie - Flatlands,3.3*,,"3.3* (1.5, 7.2)"
2010,UHF42,209,4,Bensonhurst - Bay Ridge,2.7*,,"2.9* (1.3, 6.2)"
2010,UHF42,210,4,Coney Island - Sheepshead Bay,-,,"1.7* (0.5, 6.0)"
2010,UHF42,211,4,Williamsburg - Bushwick,3.9*,,"3.7* (2.0, 6.8)"
2010,UHF42,301,4,Washington Heights,4.1*,,"3.8* (1.8, 8.1)"
2010,UHF42,302,4,Central Harlem - Morningside Heights,2.8*,,"2.6* (1.3, 5.0)"
2010,UHF42,303,4,East Harlem,15.3*,,"15.3* (5.5, 36.1)"
2010,UHF42,304,4,Upper West Side,8.3*,,"7.5* (3.2, 16.5)"
2010,UHF42,305,4,Upper East Side,1.2*,,"1.2* (0.6, 2.7)"
2010,UHF42,306,4,Chelsea - Clinton,-,,"2.4* (0.9, 6.3)"
2010,UHF42,307,4,Gramercy Park - Murray Hill,1.2*,,"1.2* (0.6, 2.7)"
2010,UHF42,308,4,Greenwich Village - SoHo,-,,"2.4* (0.9, 6.3)"
2010,UHF42,309,4,Union Square - Lower East Side,4.6,,"4.1 (2.3, 7.1)"
2010,UHF42,310,4,Lower Manhattan,4.6,,"4.1 (2.3, 7.1)"
2010,UHF42,401,4,Long Island City - Astoria,0.8*,,"0.7* (0.3, 1.7)"
2010,UHF42,402,4,West Queens,2.4*,,"2.2* (1.0, 4.8)"
2010,UHF42,403,4,Flushing - Clearview,2.9*,,"3* (1.4, 6.2)"
2010,UHF42,404,4,Bayside - Little Neck,2.4*,,"2.4* (1.2, 5.0)"
2010,UHF42,405,4,Ridgewood - Forest Hills,4.2*,,"4.1* (2.0, 8.4)"
2010,UHF42,406,4,Fresh Meadows,2.4*,,"2.4* (1.2, 5.0)"
2010,UHF42,407,4,Southwest Queens,0.9*,,"0.9* (0.2, 4.2)"
2010,UHF42,408,4,Jamaica,3.7*,,"3.8* (1.6, 8.7)"
2010,UHF42,409,4,Southeast Queens,2.1*,,"2* (0.8, 5.1)"
2010,UHF42,410,4,Rockaways,6.6*,,"6.4* (3.1, 12.7)"
2010,UHF42,501,4,Port Richmond,6*,,"6.1* (2.7, 13.3)"
2010,UHF42,502,4,Stapleton - St. George,6*,,"6.1* (2.7, 13.3)"
2010,UHF42,503,4,Willowbrook,3.9,,"3.9 (2.2, 6.8)"
2010,UHF42,504,4,South Beach - Tottenville,3.9,,"3.9 (2.2, 6.8)"
2009,UHF42,101,4,Kingsbridge - Riverdale,"6.7* (3.1, 13.8)",,"6.1* (2.9, 12.3)"
2009,UHF42,102,4,Northeast Bronx,"5.7* (2.3, 13.3)",,"5* (2.0, 12.0)"
2009,UHF42,103,4,Fordham - Bronx Pk,"8.5* (4.9, 14.4)",,"9.2* (5.0, 16.2)"
2009,UHF42,104,4,Pelham - Throgs Neck,"6.2 (3.9, 9.7)",,"6.3 (3.9, 9.9)"
2009,UHF42,105,4,Crotona -Tremont,"6.5 (4.6, 9.2)",,"6.4 (4.4, 9.4)"
2009,UHF42,106,4,High Bridge - Morrisania,"6.5 (4.6, 9.2)",,"6.4 (4.4, 9.4)"
2009,UHF42,107,4,Hunts Point - Mott Haven,"6.5 (4.6, 9.2)",,"6.4 (4.4, 9.4)"
2009,UHF42,201,4,Greenpoint,"7.5* (3.8, 14.4)",,"7.3* (3.6, 14.4)"
2009,UHF42,202,4,Downtown - Heights - Slope,"6.7* (3.6, 12.1)",,"7* (3.6, 13.4)"
2009,UHF42,203,4,Bedford Stuyvesant - Crown Heights,"6* (2.7, 12.9)",,"6.2* (2.6, 13.8)"
2009,UHF42,204,4,East New York,"5.8* (2.3, 13.6)",,-
2009,UHF42,205,4,Sunset Park,"2.7* (1.1, 6.6)",,"2.4* (0.9, 6.2)"
2009,UHF42,206,4,Borough Park,"0.8* (0.3, 2.8)",,"0.9* (0.3, 2.9)"
2009,UHF42,207,4,East Flatbush - Flatbush,"1.4* (0.4, 4.8)",,"1.2* (0.4, 3.8)"
2009,UHF42,208,4,Canarsie - Flatlands,"2.3* (1.0, 5.0)",,"2.3* (1.1, 4.9)"
2009,UHF42,209,4,Bensonhurst - Bay Ridge,"3.5* (1.5, 8.2)",,"3.5* (1.4, 8.5)"
2009,UHF42,210,4,Coney Island - Sheepshead Bay,"3.5* (1.6, 7.6)",,"3.4* (1.6, 7.4)"
2009,UHF42,211,4,Williamsburg - Bushwick,"7.3* (4.1, 12.8)",,"6.9* (3.7, 12.5)"
2009,UHF42,301,4,Washington Heights,"2.6* (1.2, 5.7)",,"3.1* (1.3, 6.8)"
2009,UHF42,302,4,Central Harlem - Morningside Heights,"4.5* (2.3, 8.6)",,"4.5* (2.3, 8.8)"
2009,UHF42,303,4,East Harlem,-,,-
2009,UHF42,304,4,Upper West Side,"1.8* (0.8, 3.6)",,"1.6* (0.8, 3.3)"
2009,UHF42,305,4,Upper East Side,"2.5* (0.9, 6.6)",,-
2009,UHF42,306,4,Chelsea - Clinton,"1.3* (0.5, 3.2)",,"1.1* (0.5, 2.7)"
2009,UHF42,307,4,Gramercy Park - Murray Hill,"2.5* (0.9, 6.6)",,-
2009,UHF42,308,4,Greenwich Village - SoHo,"1.3* (0.5, 3.2)",,"1.1* (0.5, 2.7)"
2009,UHF42,309,4,Union Square - Lower East Side,"3.3 (1.8, 5.8)",,"3 (1.7, 5.4)"
2009,UHF42,310,4,Lower Manhattan,"3.3 (1.8, 5.8)",,"3 (1.7, 5.4)"
2009,UHF42,401,4,Long Island City - Astoria,"2.9* (1.2, 6.6)",,"2.7* (1.2, 6.3)"
2009,UHF42,402,4,West Queens,"1.5* (0.7, 3.2)",,"1.2* (0.6, 2.6)"
2009,UHF42,403,4,Flushing - Clearview,"5.1* (2.6, 9.8)",,"5.5* (2.7, 10.8)"
2009,UHF42,404,4,Bayside - Little Neck,"4.8* (2.2, 10.0)",,"4.5* (2.2, 9.1)"
2009,UHF42,405,4,Ridgewood - Forest Hills,"3.3* (1.4, 7.8)",,"3.5* (1.4, 8.3)"
2009,UHF42,406,4,Fresh Meadows,"4.8* (2.2, 10.0)",,"4.5* (2.2, 9.1)"
2009,UHF42,407,4,Southwest Queens,"8.2* (4.5, 14.5)",,"8.6* (4.6, 15.4)"
2009,UHF42,408,4,Jamaica,"3.5* (1.5, 7.9)",,"3.5* (1.5, 7.9)"
2009,UHF42,409,4,Southeast Queens,"2.5* (1.0, 6.3)",,"2.4* (1.0, 5.7)"
2009,UHF42,410,4,Rockaways,"11.5* (5.5, 22.4)",,"10.7* (5.4, 20.1)"
2009,UHF42,501,4,Port Richmond,"5.7 (3.5, 9.1)",,"5.8 (3.6, 9.3)"
2009,UHF42,502,4,Stapleton - St. George,"5.7 (3.5, 9.1)",,"5.8 (3.6, 9.3)"
2009,UHF42,503,4,Willowbrook,"2.8* (1.4, 5.3)",,"3.1* (1.6, 6.0)"
2009,UHF42,504,4,South Beach - Tottenville,"2.8* (1.4, 5.3)",,"3.1* (1.6, 6.0)"
2008,UHF42,101,4,Kingsbridge - Riverdale,"4.7* (2.3, 9.7)",,"5.1* (2.5, 10.2)"
2008,UHF42,102,4,Northeast Bronx,"4.3* (2.0, 8.8)",,"4.2* (2.0, 8.6)"
2008,UHF42,103,4,Fordham - Bronx Pk,"12 (6.9, 20.0)",,"12.9 (7.1, 22.5)"
2008,UHF42,104,4,Pelham - Throgs Neck,"6.7* (3.3, 13.3)",,"6.6* (3.0, 13.7)"
2008,UHF42,105,4,Crotona -Tremont,"9 (6.1, 13.0)",,"9.2 (6.0, 13.7)"
2008,UHF42,106,4,High Bridge - Morrisania,"9 (6.1, 13.0)",,"9.2 (6.0, 13.7)"
2008,UHF42,107,4,Hunts Point - Mott Haven,"9 (6.1, 13.0)",,"9.2 (6.0, 13.7)"
2008,UHF42,201,4,Greenpoint,"5.3* (2.1, 12.6)",,"4.8* (1.9, 11.4)"
2008,UHF42,202,4,Downtown - Heights - Slope,"3.5* (1.4, 8.7)",,"3.5* (1.4, 8.6)"
2008,UHF42,203,4,Bedford Stuyvesant - Crown Heights,"3.1* (1.2, 7.5)",,"3.3* (1.3, 8.1)"
2008,UHF42,204,4,East New York,"4.1* (1.9, 8.6)",,"4.2* (1.9, 9.0)"
2008,UHF42,205,4,Sunset Park,-,,-
2008,UHF42,206,4,Borough Park,"3.5* (1.5, 7.7)",,"3.5* (1.5, 7.9)"
2008,UHF42,207,4,East Flatbush - Flatbush,"3.9* (1.7, 8.4)",,"3.9* (1.7, 8.8)"
2008,UHF42,208,4,Canarsie - Flatlands,"3* (1.2, 7.5)",,"3* (1.2, 7.3)"
2008,UHF42,209,4,Bensonhurst - Bay Ridge,-,,-
2008,UHF42,210,4,Coney Island - Sheepshead Bay,"4.6* (2.1, 9.6)",,"4.9* (2.4, 9.7)"
2008,UHF42,211,4,Williamsburg - Bushwick,"3.3* (1.6, 6.7)",,"3* (1.5, 5.9)"
2008,UHF42,301,4,Washington Heights,"5.7* (2.4, 13.1)",,"5.7* (2.3, 13.7)"
2008,UHF42,302,4,Central Harlem - Morningside Heights,"5.9* (2.8, 11.8)",,"5.6* (2.6, 11.6)"
2008,UHF42,303,4,East Harlem,"12.6* (6.9, 22.0)",,"15* (7.9, 26.5)"
2008,UHF42,304,4,Upper West Side,"6* (2.8, 12.1)",,"7.1* (3.2, 15.2)"
2008,UHF42,305,4,Upper East Side,"4.2* (2.0, 8.8)",,"4.1* (1.8, 8.7)"
2008,UHF42,306,4,Chelsea - Clinton,"7.4* (3.3, 15.8)",,"6.9* (3.5, 13.2)"
2008,UHF42,307,4,Gramercy Park - Murray Hill,"4.2* (2.0, 8.8)",,"4.1* (1.8, 8.7)"
2008,UHF42,308,4,Greenwich Village - SoHo,"7.4* (3.3, 15.8)",,"6.9* (3.5, 13.2)"
2008,UHF42,309,4,Union Square - Lower East Side,"4.2* (2.2, 7.8)",,"3.8* (2.0, 7.2)"
2008,UHF42,310,4,Lower Manhattan,"4.2* (2.2, 7.8)",,"3.8* (2.0, 7.2)"
2008,UHF42,401,4,Long Island City - Astoria,"3.4* (1.5, 7.4)",,"3.8* (1.6, 8.3)"
2008,UHF42,402,4,West Queens,"4* (2.1, 7.5)",,"4.1* (2.1, 7.9)"
2008,UHF42,403,4,Flushing - Clearview,"2.6* (1.0, 6.6)",,"2.7* (1.0, 6.6)"
2008,UHF42,404,4,Bayside - Little Neck,"2* (0.8, 5.1)",,"2.1* (0.8, 5.2)"
2008,UHF42,405,4,Ridgewood - Forest Hills,"12.1* (7.1, 19.9)",,"10.9* (5.9, 19.3)"
2008,UHF42,406,4,Fresh Meadows,"2* (0.8, 5.1)",,"2.1* (0.8, 5.2)"
2008,UHF42,407,4,Southwest Queens,"4.4* (2.1, 9.1)",,"5.2* (2.3, 11.3)"
2008,UHF42,408,4,Jamaica,"5.6* (2.5, 11.9)",,"5.9* (2.5, 13.2)"
2008,UHF42,409,4,Southeast Queens,-,,-
2008,UHF42,410,4,Rockaways,"4.2* (1.9, 8.9)",,"4.1* (1.9, 8.7)"
2008,UHF42,501,4,Port Richmond,"1.8* (0.6, 4.8)",,"1.5* (0.6, 3.7)"
2008,UHF42,502,4,Stapleton - St. George,"1.8* (0.6, 4.8)",,"1.5* (0.6, 3.7)"
2008,UHF42,503,4,Willowbrook,"6.9 (4.1, 11.2)",,"7.4 (4.4, 12.1)"
2008,UHF42,504,4,South Beach - Tottenville,"6.9 (4.1, 11.2)",,"7.4 (4.4, 12.1)"
2007,UHF42,101,4,Kingsbridge - Riverdale,"3.5* (1.6, 7.2)",,"3.5* (1.6, 7.4)"
2007,UHF42,102,4,Northeast Bronx,"2.3* (1.0, 5.1)",,"2.2* (1.0, 5.0)"
2007,UHF42,103,4,Fordham - Bronx Pk,"2.1* (1.0, 4.3)",,"2* (0.9, 4.4)"
2007,UHF42,104,4,Pelham - Throgs Neck,"6.3 (3.6, 11.0)",,"6.2 (3.5, 10.9)"
2007,UHF42,105,4,Crotona -Tremont,"7.4 (5.5, 10.0)",,"7.3 (5.3, 10.0)"
2007,UHF42,106,4,High Bridge - Morrisania,"7.4 (5.5, 10.0)",,"7.3 (5.3, 10.0)"
2007,UHF42,107,4,Hunts Point - Mott Haven,"7.4 (5.5, 10.0)",,"7.3 (5.3, 10.0)"
2007,UHF42,201,4,Greenpoint,"7.9* (3.5, 16.7)",,"7.3* (3.1, 16.2)"
2007,UHF42,202,4,Downtown - Heights - Slope,"4.3* (2.1, 8.5)",,"4.7* (2.2, 9.7)"
2007,UHF42,203,4,Bedford Stuyvesant - Crown Heights,"5 (3.2, 7.8)",,"5.2 (3.3, 8.0)"
2007,UHF42,204,4,East New York,"3.1* (1.4, 6.9)",,"2.8* (1.3, 6.2)"
2007,UHF42,205,4,Sunset Park,-,,-
2007,UHF42,206,4,Borough Park,"2* (1.0, 4.0)",,"2* (1.0, 4.1)"
2007,UHF42,207,4,East Flatbush - Flatbush,"3.9* (2.0, 7.5)",,"4.1* (2.0, 8.1)"
2007,UHF42,208,4,Canarsie - Flatlands,"2.5* (1.1, 5.8)",,"2.5* (1.1, 5.9)"
2007,UHF42,209,4,Bensonhurst - Bay Ridge,"4.5* (2.3, 8.8)",,"4.4* (2.2, 8.7)"
2007,UHF42,210,4,Coney Island - Sheepshead Bay,"4.5* (2.4, 8.2)",,"5.1* (2.8, 9.3)"
2007,UHF42,211,4,Williamsburg - Bushwick,"3.6* (1.9, 6.9)",,"3.1* (1.6, 6.1)"
2007,UHF42,301,4,Washington Heights,"3.8* (2.0, 7.2)",,"3.6* (1.9, 6.9)"
2007,UHF42,302,4,Central Harlem - Morningside Heights,"6.5 (3.9, 10.6)",,"6.5 (3.7, 11.0)"
2007,UHF42,303,4,East Harlem,"5.8* (2.9, 11.5)",,"5.9* (2.7, 12.7)"
2007,UHF42,304,4,Upper West Side,"3.3* (1.5, 7.0)",,"3.3* (1.5, 7.3)"
2007,UHF42,305,4,Upper East Side,"3.1* (1.6, 5.8)",,"3.3* (1.7, 6.4)"
2007,UHF42,306,4,Chelsea - Clinton,"4.2* (2.3, 7.5)",,"4.6* (2.4, 8.8)"
2007,UHF42,307,4,Gramercy Park - Murray Hill,"3.1* (1.6, 5.8)",,"3.3* (1.7, 6.4)"
2007,UHF42,308,4,Greenwich Village - SoHo,"4.2* (2.3, 7.5)",,"4.6* (2.4, 8.8)"
2007,UHF42,309,4,Union Square - Lower East Side,"6.4 (3.8, 10.6)",,"6.7 (3.9, 11.4)"
2007,UHF42,310,4,Lower Manhattan,"6.4 (3.8, 10.6)",,"6.7 (3.9, 11.4)"
2007,UHF42,401,4,Long Island City - Astoria,"6.1 (3.5, 10.6)",,"6.3 (3.5, 11.1)"
2007,UHF42,402,4,West Queens,"2.9* (1.6, 5.2)",,"3* (1.6, 5.5)"
2007,UHF42,403,4,Flushing - Clearview,"2.5* (1.0, 6.1)",,"2.6* (1.0, 6.4)"
2007,UHF42,404,4,Bayside - Little Neck,"3* (1.5, 5.8)",,"3.1* (1.6, 6.1)"
2007,UHF42,405,4,Ridgewood - Forest Hills,"4.3* (1.6, 10.9)",,"3.9* (1.5, 9.9)"
2007,UHF42,406,4,Fresh Meadows,"3* (1.5, 5.8)",,"3.1* (1.6, 6.1)"
2007,UHF42,407,4,Southwest Queens,"6.9* (3.8, 12.4)",,"6.9* (3.7, 12.6)"
2007,UHF42,408,4,Jamaica,"5.1 (3.0, 8.5)",,"5 (2.9, 8.4)"
2007,UHF42,409,4,Southeast Queens,"3.5* (1.7, 7.1)",,"3.4* (1.7, 7.0)"
2007,UHF42,410,4,Rockaways,"1.9* (0.6, 6.2)",,"1.9* (0.6, 6.2)"
2007,UHF42,501,4,Port Richmond,"6.8 (3.9, 11.4)",,"6.8 (3.9, 11.6)"
2007,UHF42,502,4,Stapleton - St. George,"6.8 (3.9, 11.4)",,"6.8 (3.9, 11.6)"
2007,UHF42,503,4,Willowbrook,"4.3* (2.4, 7.7)",,"4.4 (2.4, 7.8)"
2007,UHF42,504,4,South Beach - Tottenville,"4.3* (2.4, 7.7)",,"4.4 (2.4, 7.8)"
2006,UHF42,101,4,Kingsbridge - Riverdale,"4.4* (2.1, 9.2)",,"4.3* (2.0, 9.1)"
2006,UHF42,102,4,Northeast Bronx,"3.2* (1.5, 6.7)",,"3.2* (1.5, 6.7)"
2006,UHF42,103,4,Fordham - Bronx Pk,"7.4* (4.1, 12.8)",,"7.7* (3.9, 14.4)"
2006,UHF42,104,4,Pelham - Throgs Neck,"9 (5.3, 15.0)",,"8.9 (5.1, 15.2)"
2006,UHF42,105,4,Crotona -Tremont,"8.8 (6.5, 11.7)",,"8.8 (6.5, 12.0)"
2006,UHF42,106,4,High Bridge - Morrisania,"8.8 (6.5, 11.7)",,"8.8 (6.5, 12.0)"
2006,UHF42,107,4,Hunts Point - Mott Haven,"8.8 (6.5, 11.7)",,"8.8 (6.5, 12.0)"
2006,UHF42,201,4,Greenpoint,"8* (3.8, 16.1)",,"7.8* (3.5, 16.6)"
2006,UHF42,202,4,Downtown - Heights - Slope,"6.4 (3.9, 10.4)",,"6.8 (4.1, 11.1)"
2006,UHF42,203,4,Bedford Stuyvesant - Crown Heights,"7.7 (5.4, 10.9)",,"7.7 (5.4, 10.8)"
2006,UHF42,204,4,East New York,"6.6 (3.9, 11.0)",,"6.2 (3.6, 10.4)"
2006,UHF42,205,4,Sunset Park,"5.4* (2.3, 12.2)",,"5.4* (2.3, 12.0)"
2006,UHF42,206,4,Borough Park,"2.7* (1.4, 5.3)",,"2.8* (1.4, 5.5)"
2006,UHF42,207,4,East Flatbush - Flatbush,"3.8 (2.2, 6.3)",,"3.8 (2.2, 6.3)"
2006,UHF42,208,4,Canarsie - Flatlands,-,,-
2006,UHF42,209,4,Bensonhurst - Bay Ridge,"3.5 (2.0, 5.9)",,"3.8 (2.2, 6.5)"
2006,UHF42,210,4,Coney Island - Sheepshead Bay,"3.5* (1.7, 7.1)",,"3.4* (1.8, 6.7)"
2006,UHF42,211,4,Williamsburg - Bushwick,"5.8 (3.5, 9.4)",,"6 (3.6, 9.9)"
2006,UHF42,301,4,Washington Heights,"4.9* (2.4, 9.6)",,"5* (2.3, 10.2)"
2006,UHF42,302,4,Central Harlem - Morningside Heights,"10.7 (6.7, 16.6)",,"10.5 (6.3, 16.8)"
2006,UHF42,303,4,East Harlem,"7.6* (4.2, 13.4)",,"6.7* (3.4, 12.6)"
2006,UHF42,304,4,Upper West Side,"9.8* (3.6, 23.8)",,"6.8* (2.8, 15.6)"
2006,UHF42,305,4,Upper East Side,"8.4 (4.7, 14.7)",,"7.1 (4.1, 11.9)"
2006,UHF42,306,4,Chelsea - Clinton,"4.3 (2.5, 7.3)",,"4.4 (2.5, 7.6)"
2006,UHF42,307,4,Gramercy Park - Murray Hill,"8.4 (4.7, 14.7)",,"7.1 (4.1, 11.9)"
2006,UHF42,308,4,Greenwich Village - SoHo,"4.3 (2.5, 7.3)",,"4.4 (2.5, 7.6)"
2006,UHF42,309,4,Union Square - Lower East Side,"6.8 (4.3, 10.6)",,"6.5 (4.0, 10.4)"
